champion,role,counter_champion,winrate,matches
Kayle,MID,Ryze,53.26,92
Kayle,MID,Syndra,52.33,86
Kayle,MID,Kassadin,52.0,100
Kayle,MID,Mel,52.0,25
Kayle,MID,Ahri,51.9,79
Kayle,MID,Sylas,51.32,76
Kayle,MID,Anivia,51.11,45
Kayle,TOP,Anivia,72.73,22
Kayle,TOP,Quinn,68.0,25
Kayle,TOP,Irelia,59.7,134
Kayle,TOP,Gragas,56.82,44
Kayle,TOP,Riven,55.74,122
Kayle,TOP,Vladimir,54.84,62
Kayle,TOP,Gnar,54.79,73
Kayle,TOP,Sion,54.44,90
Kayle,TOP,Dr. Mundo,54.43,79
Kayle,TOP,Volibear,53.52,71
Kayle,TOP,Jax,51.67,180
Kayle,TOP,Aurora,51.61,31
Kayle,TOP,Urgot,51.25,80
Kayle,TOP,Cho'Gath,50.94,53
Kayn,JUNGLE,Nocturne,70.0,30
Kayn,JUNGLE,Rammus,65.62,32
Kayn,JUNGLE,Talon,65.59,93
Kayn,JUNGLE,Evelynn,63.83,47
Kayn,JUNGLE,Qiyana,62.79,86
Kayn,JUNGLE,Zed,61.19,67
Kayn,JUNGLE,Malphite,61.11,36
Kayn,JUNGLE,Sejuani,60.0,25
Kayn,JUNGLE,Karthus,59.52,42
Kayn,JUNGLE,Master Yi,57.97,69
Kayn,JUNGLE,Kha'Zix,57.89,190
Kayn,JUNGLE,Shaco,57.35,68
Kayn,JUNGLE,Bel'Veth,57.14,42
Kayn,JUNGLE,Nunu & Willump,57.14,70
Kayn,JUNGLE,Elise,56.82,44
Kayn,JUNGLE,Lillia,56.76,37
Kayn,JUNGLE,Udyr,55.81,43
Kayn,JUNGLE,Zac,55.7,79
Kayn,JUNGLE,Rengar,55.45,101
Kayn,JUNGLE,Zyra,55.0,20
Kayn,JUNGLE,Lee Sin,54.49,167
Kayn,JUNGLE,Briar,53.49,43
Kayn,JUNGLE,Kindred,53.49,43
Kayn,JUNGLE,Volibear,53.25,77
Kayn,JUNGLE,Ekko,53.01,183
Kayn,JUNGLE,Nidalee,51.85,54
Kayn,JUNGLE,Xin Zhao,51.11,45
Kayn,JUNGLE,Rek'Sai,50.75,67
Kayn,JUNGLE,Diana,50.68,221
Kayn,JUNGLE,Hecarim,50.44,113
Kennen,TOP,Anivia,58.97,39
Kennen,TOP,Nasus,57.89,114
Kennen,TOP,Yorick,55.78,147
Kennen,TOP,Camille,55.26,76
Kennen,TOP,K'Sante,53.59,153
Kennen,TOP,Cho'Gath,53.33,75
Kennen,TOP,Kayle,50.88,57
Kennen,TOP,Shen,50.83,120
Kha'Zix,JUNGLE,Nocturne,57.65,170
Kha'Zix,JUNGLE,Rengar,57.0,407
Kha'Zix,JUNGLE,Karthus,55.87,213
Kha'Zix,JUNGLE,Zyra,54.87,113
Kha'Zix,JUNGLE,Lee Sin,52.73,134
Kha'Zix,JUNGLE,Naafiri,52.23,291
Kha'Zix,JUNGLE,Rek'Sai,52.01,323
Kha'Zix,JUNGLE,Xin Zhao,52.0,200
Kha'Zix,JUNGLE,Nidalee,51.5,266
Kha'Zix,JUNGLE,Bel'Veth,51.16,129
Kha'Zix,JUNGLE,Diana,50.97,824
Kha'Zix,JUNGLE,Sejuani,50.96,104
Kha'Zix,JUNGLE,Talon,50.81,494
Kha'Zix,JUNGLE,Evelynn,50.67,223
Kha'Zix,JUNGLE,Dr. Mundo,50.24,209
Kha'Zix,JUNGLE,Qiyana,50.12,431
Kindred,JUNGLE,Nidalee,62.82,78
Kindred,JUNGLE,Zyra,60.61,33
Kindred,JUNGLE,Shaco,57.14,42
Kindred,JUNGLE,Ivern,56.82,44
Kindred,JUNGLE,Evelynn,55.88,34
Kindred,JUNGLE,Zac,54.17,72
Kindred,JUNGLE,Bel'Veth,52.0,25
Kindred,JUNGLE,Lee Sin,50.94,265
Kindred,JUNGLE,Elise,50.91,55
Kindred,JUNGLE,Diana,50.82,183
Kindred,JUNGLE,Jarvan IV,50.68,148
Kindred,JUNGLE,Qiyana,50.63,79
Kindred,JUNGLE,Kha'Zix,50.62,160
Kled,TOP,Camille,67.24,58
Kled,TOP,Kayle,64.29,42
Kled,TOP,Gragas,63.16,38
Kled,TOP,Singed,62.75,51
Kled,TOP,Fiora,62.16,74
Kled,TOP,Anivia,61.11,18
Kled,TOP,Urgot,59.57,47
Kled,TOP,Jayce,59.02,61
Kled,TOP,Quinn,58.82,17
Kled,TOP,Volibear,57.41,54
Kled,TOP,Kennen,57.14,49
Kled,TOP,Mordekaiser,56.41,39
Kled,TOP,Sett,55.77,52
Kled,TOP,Warwick,55.56,18
Kled,TOP,Jax,54.74,137
Kled,TOP,Yorick,54.55,22
Kled,TOP,Poppy,53.57,28
Kled,TOP,Shen,53.45,58
Kled,TOP,Rumble,52.08,96
Kled,TOP,Gangplank,51.14,88
Kled,TOP,Aatrox,50.6,83
Kog'Maw,ADC,Kalista,76.92,13
Kog'Maw,ADC,Nilah,65.52,29
Kog'Maw,ADC,Zeri,59.52,42
Kog'Maw,ADC,Veigar,57.14,14
Kog'Maw,ADC,Twitch,53.93,89
Kog'Maw,ADC,Jinx,52.94,153
Kog'Maw,ADC,Ashe,52.86,70
Kog'Maw,ADC,Kai'Sa,52.35,170
Kog'Maw,ADC,Seraphine,51.72,29
Kog'Maw,ADC,Corki,50.96,104
Kog'Maw,ADC,Miss Fortune,50.72,69
Kog'Maw,ADC,Sivir,50.53,95
LeBlanc,MID,Vex,60.44,225
LeBlanc,MID,Anivia,59.32,118
LeBlanc,MID,Aurelion Sol,58.82,85
LeBlanc,MID,Malzahar,58.57,140
LeBlanc,MID,Akshan,57.46,181
LeBlanc,MID,Zed,57.39,230
LeBlanc,MID,Qiyana,56.49,154
LeBlanc,MID,Twisted Fate,55.28,199
LeBlanc,MID,Kassadin,54.45,191
LeBlanc,MID,Fizz,54.35,92
LeBlanc,MID,Ryze,53.03,347
LeBlanc,MID,Zoe,53.02,232
LeBlanc,MID,Ahri,52.13,282
LeBlanc,MID,Taliyah,51.82,137
LeBlanc,MID,Vel'Koz,51.79,56
LeBlanc,MID,Veigar,51.67,60
LeBlanc,MID,Aurora,50.79,126
LeBlanc,MID,Talon,50.63,79
Lee Sin,JUNGLE,Zyra,57.07,184
Lee Sin,JUNGLE,Nocturne,54.59,185
Lee Sin,JUNGLE,Volibear,54.4,193
Lee Sin,JUNGLE,Naafiri,53.5,200
Lee Sin,JUNGLE,Evelynn,53.31,257
Lee Sin,JUNGLE,Briar,52.71,129
Lee Sin,JUNGLE,Karthus,52.12,236
Lee Sin,JUNGLE,Rek'Sai,51.93,597
Lee Sin,JUNGLE,Diana,51.74,5
Lee Sin,JUNGLE,Graves,51.66,753
Lee Sin,JUNGLE,Nidalee,51.28,585
Lee Sin,JUNGLE,Elise,51.22,246
Lee Sin,JUNGLE,Dr. Mundo,51.16,215
Lee Sin,JUNGLE,Sylas,51.05,523
Lee Sin,JUNGLE,Fiddlesticks,50.83,181
Lee Sin,JUNGLE,Malphite,50.7,215
Lee Sin,JUNGLE,Zac,50.7,355
Lee Sin,JUNGLE,Ivern,50.3,169
Lee Sin,JUNGLE,Bel'Veth,50.29,173
Lee Sin,JUNGLE,Shaco,50.28,352
Leona,SUPPORT,Morgana,57.42,209
Leona,SUPPORT,Braum,55.84,942
Leona,SUPPORT,Bard,54.81,416
Leona,SUPPORT,Taric,54.0,150
Leona,SUPPORT,Janna,53.25,338
Leona,SUPPORT,Soraka,52.38,231
Leona,SUPPORT,Elise,52.17,115
Leona,SUPPORT,Neeko,52.12,236
Leona,SUPPORT,Poppy,52.05,219
Leona,SUPPORT,Rakan,51.93,389
Leona,SUPPORT,Milio,50.4,252
Lissandra,MID,Zed,55.56,54
Lissandra,MID,Diana,53.42,161
Lissandra,MID,Talon,51.47,68
Lissandra,MID,Qiyana,50.85,59
Lucian,ADC,Draven,55.59,367
Lucian,ADC,Samira,55.09,334
Lucian,ADC,Swain,54.94,162
Lucian,ADC,Seraphine,54.55,154
Lucian,ADC,Jinx,54.38,868
Lucian,ADC,Twitch,53.27,505
Lucian,ADC,Caitlyn,52.95,18
Lucian,ADC,Yasuo,52.86,140
Lucian,ADC,Aphelios,52.79,182
Lucian,ADC,Kalista,52.34,107
Lucian,ADC,Kog'Maw,52.23,157
Lucian,ADC,Tristana,51.98,404
Lucian,ADC,Yunara,51.49,243
Lucian,ADC,Ashe,51.43,488
Lucian,ADC,Miss Fortune,51.19,545
Lucian,ADC,Mel,51.11,90
Lucian,ADC,Vayne,50.83,301
Lucian,ADC,Varus,50.82,972
Lucian,ADC,Zeri,50.55,271
Lulu,SUPPORT,Elise,59.32,177
Lulu,SUPPORT,Lux,55.68,176
Lulu,SUPPORT,Leona,55.23,545
Lulu,SUPPORT,Rell,55.04,516
Lulu,SUPPORT,Maokai,54.9,102
Lulu,SUPPORT,Sona,54.6,945
Lulu,SUPPORT,Zilean,54.58,284
Lulu,SUPPORT,Seraphine,54.52,354
Lulu,SUPPORT,Neeko,54.04,483
Lulu,SUPPORT,Taric,53.99,213
Lulu,SUPPORT,Poppy,53.73,134
Lulu,SUPPORT,Thresh,52.68,270
Lulu,SUPPORT,Pyke,52.46,549
Lulu,SUPPORT,Bard,50.85,942
Lulu,SUPPORT,Nami,50.84,95
Lux,MID,Vel'Koz,66.67,33
Lux,MID,Vex,64.1,39
Lux,MID,Taliyah,62.2,82
Lux,MID,Qiyana,61.9,84
Lux,MID,Annie,61.54,26
Lux,MID,Ekko,61.04,77
Lux,MID,Swain,60.71,28
Lux,MID,Diana,60.47,43
Lux,MID,Katarina,58.33,180
Lux,MID,Ahri,56.34,142
Lux,MID,Mel,55.56,81
Lux,MID,Anivia,55.0,60
Lux,MID,LeBlanc,53.4,103
Lux,MID,Akshan,53.09,81
Lux,MID,Jayce,52.17,23
Lux,MID,Aurora,51.56,64
Lux,MID,Galio,51.52,99
Lux,MID,Xerath,51.38,109
Lux,MID,Aurelion Sol,51.35,37
Lux,MID,Zed,51.28,156
Lux,MID,Kassadin,51.02,98
Lux,MID,Syndra,50.88,171
Lux,SUPPORT,Zilean,68.29,41
Lux,SUPPORT,Pyke,59.52,84
Lux,SUPPORT,Pantheon,58.82,17
Lux,SUPPORT,Neeko,58.57,70
Lux,SUPPORT,Blitzcrank,58.33,108
Lux,SUPPORT,Yuumi,58.33,36
Lux,SUPPORT,Poppy,56.25,16
Lux,SUPPORT,Leona,54.43,79
Lux,SUPPORT,Vel'Koz,54.17,24
Lux,SUPPORT,Zyra,54.17,24
Lux,SUPPORT,Rakan,53.66,82
Lux,SUPPORT,Braum,53.47,144
Lux,SUPPORT,Seraphine,53.33,45
Lux,SUPPORT,Nami,53.28,274
Lux,SUPPORT,Janna,53.19,94
Lux,SUPPORT,Karma,53.15,254
Lux,SUPPORT,Taric,52.94,17
Lux,SUPPORT,Thresh,52.56,156
Lux,SUPPORT,Soraka,50.55,91
Malphite,JUNGLE,Lillia,66.67,42
Malphite,JUNGLE,Ivern,64.86,37
Malphite,JUNGLE,Sylas,63.86,166
Malphite,JUNGLE,Ekko,61.98,121
Malphite,JUNGLE,Fiddlesticks,61.9,21
Malphite,JUNGLE,Rek'Sai,61.67,60
Malphite,JUNGLE,Master Yi,61.25,80
Malphite,JUNGLE,Dr. Mundo,60.87,46
Malphite,JUNGLE,Karthus,60.87,23
Malphite,JUNGLE,Diana,60.42,144
Malphite,JUNGLE,Volibear,60.0,45
Malphite,JUNGLE,Zed,58.82,85
Malphite,JUNGLE,Wukong,58.33,48
Malphite,JUNGLE,Qiyana,57.95,88
Malphite,JUNGLE,Shaco,57.53,73
Malphite,JUNGLE,Talon,57.27,110
Malphite,JUNGLE,Elise,56.67,30
Malphite,JUNGLE,Kindred,56.67,30
Malphite,JUNGLE,Jarvan IV,56.6,106
Malphite,JUNGLE,Jayce,56.25,224
Malphite,JUNGLE,Kha'Zix,56.08,189
Malphite,JUNGLE,Nunu & Willump,54.29,35
Malphite,JUNGLE,Graves,54.08,98
Malphite,JUNGLE,Naafiri,53.66,41
Malphite,JUNGLE,Zac,51.67,60
Malphite,TOP,Singed,63.74,91
Malphite,TOP,Sylas,58.49,530
Malphite,TOP,Rumble,61.54,169
Malphite,TOP,Kled,60.23,88
Malphite,TOP,Anivia,60.0,55
Malphite,TOP,Nasus,59.34,91
Malphite,TOP,Dr. Mundo,58.8,250
Malphite,TOP,Shen,58.28,163
Malphite,TOP,Ornn,57.95,176
Malphite,TOP,Vladimir,57.81,128
Malphite,TOP,Volibear,57.73,97
Malphite,TOP,Jax,57.7,357
Malphite,TOP,Sion,57.58,231
Malphite,TOP,Yorick,56.67,60
Malphite,TOP,K'Sante,56.25,160
Malphite,TOP,Gragas,56.12,98
Malphite,TOP,Gangplank,56.02,241
Malphite,TOP,Fiora,55.16,252
Malphite,TOP,Garen,55.14,107
Malphite,TOP,Darius,55.11,176
Malphite,TOP,Ambessa,54.76,294
Malphite,TOP,Aurora,54.69,64
Malphite,TOP,Kayle,53.39,118
Malphite,TOP,Gwen,53.24,216
Malphite,TOP,Mordekaiser,53.15,222
Malphite,TOP,Riven,52.94,323
Malphite,TOP,Renekton,52.48,282
Malphite,TOP,Cho'Gath,52.17,138
Malphite,TOP,Warwick,51.92,52
Malphite,TOP,Yone,51.83,164
Malphite,TOP,Camille,51.82,110
Malphite,TOP,Kennen,50.79,252
Malphite,TOP,Urgot,50.37,135
Malzahar,MID,Vel'Koz,65.52,29
Malzahar,MID,Aurora,59.68,62
Malzahar,MID,Diana,59.18,49
Malzahar,MID,Syndra,58.97,156
Malzahar,MID,Talon,58.46,65
Malzahar,MID,Cassiopeia,58.33,24
Malzahar,MID,Fizz,58.33,60
Malzahar,MID,Twisted Fate,57.32,157
Malzahar,MID,Katarina,56.93,202
Malzahar,MID,Yone,56.76,74
Malzahar,MID,Lissandra,55.1,49
Malzahar,MID,Lux,54.72,53
Malzahar,MID,Galio,53.76,93
Malzahar,MID,Kassadin,53.57,140
Malzahar,MID,Azir,53.19,47
Malzahar,MID,Vex,52.94,34
Malzahar,MID,Orianna,52.8,125
Malzahar,MID,Akshan,52.63,76
Malzahar,MID,Kayle,52.38,42
Malzahar,MID,Hwei,51.67,60
Malzahar,MID,Veigar,51.61,62
Malzahar,MID,Anivia,51.47,68
Malzahar,MID,Swain,51.16,43
Malzahar,MID,Mel,50.94,53
Maokai,SUPPORT,Lux,84.62,13
Maokai,SUPPORT,Vel'Koz,77.78,9
Maokai,SUPPORT,Morgana,66.67,21
Maokai,SUPPORT,Senna,66.67,21
Maokai,SUPPORT,Braum,58.82,102
Maokai,SUPPORT,Bard,56.07,107
Maokai,SUPPORT,Rell,55.77,52
Maokai,SUPPORT,Alistar,55.29,85
Maokai,SUPPORT,Taric,54.55,22
Maokai,SUPPORT,Nautilus,52.83,106
Maokai,SUPPORT,Leona,52.46,61
Maokai,SUPPORT,Poppy,52.17,23
Maokai,SUPPORT,Nami,52.1,119
Maokai,SUPPORT,Pyke,51.61,93
Master Yi,JUNGLE,Shaco,62.79,86
Master Yi,JUNGLE,Rek'Sai,61.48,122
Master Yi,JUNGLE,Kindred,60.0,60
Master Yi,JUNGLE,Bel'Veth,58.82,68
Master Yi,JUNGLE,Nidalee,57.75,71
Master Yi,JUNGLE,Talon,56.57,175
Master Yi,JUNGLE,Evelynn,56.45,62
Master Yi,JUNGLE,Sejuani,55.88,34
Master Yi,JUNGLE,Zyra,54.76,42
Master Yi,JUNGLE,Qiyana,52.94,153
Master Yi,JUNGLE,Volibear,52.73,110
Master Yi,JUNGLE,Hecarim,51.82,137
Master Yi,JUNGLE,Rammus,51.56,64
Master Yi,JUNGLE,Pantheon,51.43,35
Master Yi,JUNGLE,Zed,50.7,142
Master Yi,JUNGLE,Kha'Zix,50.14,347
Mel,ADC,Yasuo,69.57,23
Mel,ADC,Kog'Maw,64.71,17
Mel,ADC,Ziggs,58.06,31
Mel,ADC,Swain,56.67,30
Mel,ADC,Seraphine,56.41,39
Mel,ADC,Zeri,55.56,27
Mel,ADC,Kai'Sa,54.81,135
Mel,ADC,Yunara,53.97,126
Mel,ADC,Jinx,53.33,105
Mel,ADC,Xayah,53.33,15
Mel,ADC,Corki,52.5,80
Mel,ADC,Draven,52.17,46
Mel,ADC,Nilah,51.72,29
Mel,MID,Cassiopeia,70.83,24
Mel,MID,Lissandra,68.29,41
Mel,MID,Taliyah,65.12,86
Mel,MID,Vladimir,64.86,37
Mel,MID,Ekko,64.56,79
Mel,MID,Orianna,64.56,158
Mel,MID,Kassadin,63.72,113
Mel,MID,Sylas,62.24,98
Mel,MID,Akali,61.36,132
Mel,MID,Yasuo,60.77,130
Mel,MID,Vel'Koz,60.0,35
Mel,MID,Zoe,59.52,289
Mel,MID,Syndra,59.35,155
Mel,MID,Yone,59.26,81
Mel,MID,Viktor,59.17,169
Mel,MID,Akshan,59.09,110
Mel,MID,Ryze,58.74,143
Mel,MID,Vex,58.14,43
Mel,MID,Qiyana,57.33,75
Mel,MID,Talon,57.14,49
Mel,MID,Anivia,56.94,72
Mel,MID,Xerath,56.8,125
Mel,MID,LeBlanc,56.48,108
Mel,MID,Azir,55.93,59
Mel,MID,Aurelion Sol,55.81,43
Mel,MID,Veigar,54.84,62
Mel,MID,Ahri,54.48,279
Mel,MID,Fizz,54.1,61
Mel,MID,Corki,53.85,26
Mel,MID,Diana,53.33,45
Mel,MID,Galio,51.0,100
Mel,MID,Hwei,50.57,87
Mel,MID,Zed,50.41,121
Milio,SUPPORT,Pantheon,58.75,80
Milio,SUPPORT,Blitzcrank,56.67,330
Milio,SUPPORT,Rell,55.66,221
Milio,SUPPORT,Janna,55.11,372
Milio,SUPPORT,Sona,55.04,536
Milio,SUPPORT,Senna,54.74,190
Milio,SUPPORT,Lulu,54.14,870
Milio,SUPPORT,Alistar,53.96,202
Milio,SUPPORT,Nami,53.75,226
Milio,SUPPORT,Neeko,53.67,177
Milio,SUPPORT,Zilean,53.12,160
Milio,SUPPORT,Poppy,52.94,51
Milio,SUPPORT,Zyra,52.73,55
Milio,SUPPORT,Bard,52.71,387
Milio,SUPPORT,Braum,51.97,508
Milio,SUPPORT,Soraka,51.64,304
Milio,SUPPORT,Thresh,51.57,510
Milio,SUPPORT,Taric,51.35,74
Milio,SUPPORT,Lux,50.62,81
Milio,SUPPORT,Pyke,50.41,242
Miss Fortune,ADC,Swain,61.54,78
Miss Fortune,ADC,Tristana,58.1,210
Miss Fortune,ADC,Twitch,56.45,287
Miss Fortune,ADC,Caitlyn,55.29,671
Miss Fortune,ADC,Yunara,53.65,712
Miss Fortune,ADC,Jinx,52.66,526
Miss Fortune,ADC,Zeri,51.59,126
Miss Fortune,ADC,Ziggs,50.91,110
Miss Fortune,ADC,Corki,50.72,347
Miss Fortune,ADC,Sivir,50.71,420
Miss Fortune,ADC,Draven,50.27,185
Mordekaiser,TOP,Kayle,60.0,65
Mordekaiser,TOP,Garen,59.74,77
Mordekaiser,TOP,Darius,58.06,155
Mordekaiser,TOP,Volibear,57.89,95
Mordekaiser,TOP,Fiora,57.52,113
Mordekaiser,TOP,Riven,57.02,114
Mordekaiser,TOP,Gragas,55.74,61
Mordekaiser,TOP,Ambessa,55.64,133
Mordekaiser,TOP,Zaahen,55.32,141
Mordekaiser,TOP,Jax,54.27,164
Mordekaiser,TOP,Warwick,53.33,30
Mordekaiser,TOP,Kennen,53.09,81
Mordekaiser,TOP,Camille,52.94,68
Mordekaiser,TOP,Sett,52.86,70
Mordekaiser,TOP,Gnar,52.27,88
Mordekaiser,TOP,Gwen,51.69,89
Mordekaiser,TOP,K'Sante,51.67,180
Mordekaiser,TOP,Nasus,51.52,66
Mordekaiser,TOP,Shen,51.39,144
Mordekaiser,TOP,Urgot,51.11,90
Morgana,SUPPORT,Taric,75.0,20
Morgana,SUPPORT,Poppy,70.37,27
Morgana,SUPPORT,Pyke,61.54,78
Morgana,SUPPORT,Lux,58.82,34
Morgana,SUPPORT,Seraphine,57.14,49
Morgana,SUPPORT,Zilean,57.14,35
Morgana,SUPPORT,Sona,56.94,72
Morgana,SUPPORT,Thresh,56.9,355
Morgana,SUPPORT,Soraka,56.6,53
Morgana,SUPPORT,Zyra,55.0,20
Morgana,SUPPORT,Blitzcrank,53.46,159
Morgana,SUPPORT,Karma,52.08,192
Morgana,SUPPORT,Nami,51.53,163
Morgana,SUPPORT,Braum,51.39,251
Morgana,SUPPORT,Lulu,51.26,119
Morgana,SUPPORT,Rell,50.56,89
Morgana,SUPPORT,Bard,50.46,109
Naafiri,JUNGLE,Vi,69.44,36
Naafiri,JUNGLE,Nidalee,66.67,36
Naafiri,JUNGLE,Xin Zhao,63.64,33
Naafiri,JUNGLE,Nocturne,61.22,49
Naafiri,JUNGLE,Rek'Sai,60.71,56
Naafiri,JUNGLE,Qiyana,60.23,88
Naafiri,JUNGLE,Bel'Veth,60.0,25
Naafiri,JUNGLE,Diana,58.75,160
Naafiri,JUNGLE,Ekko,57.72,123
Naafiri,JUNGLE,Lillia,57.5,40
Naafiri,JUNGLE,Rengar,57.29,96
Naafiri,JUNGLE,Karthus,56.82,44
Naafiri,JUNGLE,Kayn,55.56,36
Naafiri,JUNGLE,Sylas,55.32,47
Naafiri,JUNGLE,Master Yi,55.0,40
Naafiri,JUNGLE,Udyr,55.0,20
Naafiri,JUNGLE,Zed,53.93,89
Naafiri,JUNGLE,Kindred,53.85,39
Naafiri,JUNGLE,Jayce,53.49,172
Naafiri,JUNGLE,Volibear,52.94,51
Naafiri,JUNGLE,Hecarim,52.78,72
Naafiri,JUNGLE,Shaco,51.32,76
Naafiri,JUNGLE,Ivern,51.02,49
Nami,SUPPORT,Braum,53.35,209
Nami,SUPPORT,Taric,53.18,220
Nami,SUPPORT,Alistar,52.79,646
Nami,SUPPORT,Thresh,52.69,376
Nami,SUPPORT,Senna,52.42,517
Nami,SUPPORT,Elise,52.0,225
Nami,SUPPORT,Zilean,51.55,386
Nami,SUPPORT,Rell,51.42,494
Nami,SUPPORT,Leona,51.11,722
Nami,SUPPORT,Renata Glasc,50.69,144
Nami,SUPPORT,Sona,50.52,536
Nami,SUPPORT,Nautilus,50.39,661
Nami,SUPPORT,Pyke,50.36,687
Nami,SUPPORT,Janna,50.29,227
Nami,SUPPORT,Karma,50.05,966
Nasus,TOP,Quinn,78.57,28
Nasus,TOP,Sion,71.01,69
Nasus,TOP,Sett,65.96,47
Nasus,TOP,Gragas,63.89,36
Nasus,TOP,Gwen,62.9,62
Nasus,TOP,Ambessa,61.39,101
Nasus,TOP,Fiora,61.39,101
Nasus,TOP,Ornn,60.4,101
Nasus,TOP,Teemo,60.0,25
Nasus,TOP,Illaoi,59.37,32
Nasus,TOP,Shen,57.75,71
Nasus,TOP,Yone,57.45,47
Nasus,TOP,Irelia,57.41,54
Nasus,TOP,Kled,56.0,25
Nasus,TOP,Urgot,55.17,58
Nasus,TOP,Riven,55.1,98
Nasus,TOP,Singed,55.08,118
Nasus,TOP,Aatrox,53.47,144
Nasus,TOP,Gangplank,52.11,71
Nasus,TOP,Aurora,51.61,31
Nasus,TOP,Zaahen,51.55,97
Nasus,TOP,K'Sante,50.65,77
Nasus,TOP,Kayle,50.52,97
Nautilus,SUPPORT,Zilean,59.11,247
Nautilus,SUPPORT,Neeko,56.97,409
Nautilus,SUPPORT,Morgana,56.34,284
Nautilus,SUPPORT,Braum,55.94,961
Nautilus,SUPPORT,Renata Glasc,55.62,160
Nautilus,SUPPORT,Vel'Koz,55.48,155
Nautilus,SUPPORT,Poppy,55.26,228
Nautilus,SUPPORT,Alistar,55.22,882
Nautilus,SUPPORT,Rell,55.07,799
Nautilus,SUPPORT,Leona,55.06,948
Nautilus,SUPPORT,Janna,53.92,651
Nautilus,SUPPORT,Tahm Kench,53.7,108
Nautilus,SUPPORT,Taric,53.47,245
Nautilus,SUPPORT,Thresh,52.29,396
Nautilus,SUPPORT,Senna,52.27,419
Nautilus,SUPPORT,Rakan,51.75,599
Nautilus,SUPPORT,Lux,51.67,180
Nautilus,SUPPORT,Milio,51.52,460
Nautilus,SUPPORT,Seraphine,51.44,348
Nautilus,SUPPORT,Bard,51.04,58
Nautilus,SUPPORT,Lulu,50.57,222
Nautilus,SUPPORT,Pyke,50.21,713
Neeko,MID,Talon,65.38,26
Neeko,MID,Vladimir,63.64,11
Neeko,MID,Zoe,61.7,47
Neeko,MID,Aurora,61.54,26
Neeko,MID,LeBlanc,61.29,31
Neeko,MID,Anivia,59.09,22
Neeko,MID,Ekko,57.14,21
Neeko,MID,Hwei,57.14,21
Neeko,MID,Vex,57.14,14
Neeko,MID,Taliyah,54.55,22
Neeko,MID,Ryze,51.85,54
Neeko,SUPPORT,Taric,58.0,100
Neeko,SUPPORT,Janna,57.21,215
Neeko,SUPPORT,Elise,56.52,92
Neeko,SUPPORT,Maokai,53.85,39
Neeko,SUPPORT,Poppy,51.22,82
Neeko,SUPPORT,Renata Glasc,51.06,47
Neeko,SUPPORT,Morgana,50.88,57
Neeko,SUPPORT,Karma,50.84,651
Neeko,SUPPORT,Blitzcrank,50.82,122
Neeko,SUPPORT,Nami,50.4,496
Nidalee,JUNGLE,Ivern,58.33,48
Nidalee,JUNGLE,Vi,56.96,79
Nidalee,JUNGLE,Volibear,56.86,51
Nidalee,JUNGLE,Rek'Sai,55.26,152
Nidalee,JUNGLE,Rengar,55.08,118
Nidalee,JUNGLE,Elise,54.88,82
Nidalee,JUNGLE,Diana,54.5,211
Nidalee,JUNGLE,Briar,54.35,46
Nidalee,JUNGLE,Wukong,53.66,41
Nidalee,JUNGLE,Malphite,51.11,45
Nidalee,JUNGLE,Ekko,51.04,241
Nidalee,JUNGLE,Zyra,50.72,69
Nidalee,JUNGLE,Graves,50.63,158
Nilah,ADC,Swain,60.98,41
Nilah,ADC,Yasuo,58.33,48
Nilah,ADC,Miss Fortune,57.14,77
Nilah,ADC,Ziggs,56.82,44
Nilah,ADC,Zeri,55.77,52
Nilah,ADC,Tristana,55.56,81
Nilah,ADC,Varus,54.95,202
Nilah,ADC,Aphelios,54.58,240
Nilah,ADC,Veigar,54.55,22
Nilah,ADC,Sivir,53.1,113
Nilah,ADC,Lucian,52.44,164
Nilah,ADC,Xayah,51.22,82
Nilah,ADC,Corki,50.35,143
Nilah,ADC,Jinx,50.33,151
Nocturne,JUNGLE,Udyr,69.57,23
Nocturne,JUNGLE,Evelynn,65.31,49
Nocturne,JUNGLE,Amumu,63.16,19
Nocturne,JUNGLE,Zac,63.04,46
Nocturne,JUNGLE,Fiddlesticks,62.86,35
Nocturne,JUNGLE,Xin Zhao,58.97,39
Nocturne,JUNGLE,Zed,56.06,66
Nocturne,JUNGLE,Briar,56.0,25
Nocturne,JUNGLE,Malphite,55.88,34
Nocturne,JUNGLE,Vi,54.39,57
Nocturne,JUNGLE,Jarvan IV,54.29,140
Nocturne,JUNGLE,Sylas,54.24,59
Nocturne,JUNGLE,Lillia,53.85,39
Nocturne,JUNGLE,Nunu & Willump,53.85,65
Nocturne,JUNGLE,Zyra,53.85,39
Nocturne,JUNGLE,Diana,52.94,238
Nocturne,JUNGLE,Talon,52.94,85
Nocturne,JUNGLE,Viego,52.77,307
Nocturne,JUNGLE,Rek'Sai,52.75,91
Nocturne,JUNGLE,Kindred,52.5,40
Nocturne,JUNGLE,Ekko,51.18,127
Nocturne,JUNGLE,Master Yi,50.77,65
Nocturne,JUNGLE,Rengar,50.48,105
Olaf,JUNGLE,Kindred,100.0,2
Olaf,JUNGLE,Qiyana,100.0,2
Olaf,JUNGLE,Talon,83.33,6
Olaf,JUNGLE,Bel'Veth,80.0,5
Olaf,JUNGLE,Rek'Sai,71.43,7
Olaf,JUNGLE,Sejuani,66.67,3
Olaf,JUNGLE,Jayce,62.5,16
